,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Organization Categories
1832,2020-11-16,Rockland Trust,Paper,True,1.0,False,True,False,False,True,False,False,Not Found
1833,2020-11-16,The Storm King School,Electronic,False,16.0,True,True,False,False,True,False,False,Not Found
1834,2020-11-16,Rockland Trust,Paper,True,1.0,False,True,False,False,True,False,False,Not Found
1835,2020-11-16,Rockland Trust,Paper,True,1.0,False,True,False,False,True,False,False,Not Found
1836,2020-11-16,Dedham Savings,Electronic,False,4.0,False,False,False,True,False,False,False,Not Found
1837,2020-11-16,WINCHESTER SAVINGS BANK,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1838,2020-11-17,Avon Old Farms School,Electronic,False,389.0,True,False,False,False,True,False,False,Not Found
1839,2020-11-17,American College of Emergency Physicians,Electronic,True,38.0,False,False,False,True,False,False,False,Not Found
1840,2020-11-17,ST. MARY'S CREDIT UNION,Electronic,False,1.0,False,True,False,True,False,False,False,Not Found
1841,2020-11-17,Princeton Day School,Electronic,False,6.0,True,False,False,False,True,False,False,Not Found
1842,2020-11-17,Salem Five Cents Savings Bank,Electronic,False,8.0,False,False,False,True,False,False,False,Not Found
1843,2020-11-18,"Wells Fargo Bank, N.A.",Electronic,True,2.0,False,True,False,False,True,False,False,Not Found
1844,2020-11-18,"Quebe Holdings, Inc.",Electronic,True,3.0,True,False,False,False,True,False,False,Not Found
1845,2020-11-18,The Episcopal Church of the Redeemer,Electronic,True,2.0,True,True,True,True,True,False,False,Not Found
1846,2020-11-18,American Addiction Centers,Electronic,True,5.0,True,False,True,False,True,False,False,Not Found
1847,2020-11-18,Reliance Standard Life Insurance Company,Electronic,False,2.0,True,True,False,False,True,False,False,Not Found
1848,2020-11-18,Academy of the Holy Names,Electronic,False,6.0,True,False,False,False,True,False,False,Not Found
1849,2020-11-18,"Amalgamated Employee Benefits Administrators, Inc.",Electronic,True,263.0,True,False,False,False,True,False,False,Not Found
1850,2020-11-18,Emma Willard School,Electronic,False,133.0,True,False,False,False,True,False,False,Not Found
1851,2020-11-18,Main Street Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1852,2020-11-18,Main Street Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1853,2020-11-18,Eastern Bank,Electronic,False,137.0,False,False,False,True,False,False,False,Not Found
1854,2020-11-18,IBERIABANK Mortgage,Electronic,False,2.0,False,True,False,False,True,False,False,Not Found
1855,2020-11-18,Franklin Synergy Bank,Electronic,True,3.0,True,True,False,False,True,False,False,Not Found
1856,2020-11-18,Bank of America,Paper,False,2.0,True,True,True,False,True,False,False,Not Found
1857,2020-11-18,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1858,2020-11-18,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1859,2020-11-18,Riverside Community Care Inc.,Electronic,True,2.0,True,False,True,False,True,False,False,Not Found
1860,2020-11-18,Small World MUSICFOLDER.com Inc.,Electronic,True,6.0,False,False,False,True,True,False,False,Not Found
1861,2020-11-18,Metairie Park Country Day School,Electronic,False,8.0,True,False,False,False,True,False,False,Not Found
1862,2020-11-18,"Windstream Holdings II, LLC",Electronic,True,81.0,True,False,True,False,True,False,False,Not Found
1863,2020-11-19,University System of Maryland Foundation,Electronic,False,3.0,True,False,False,False,True,False,False,Not Found
1864,2020-11-19,WillScot Mobile Mini Holdings Corp,Electronic,True,31.0,True,False,False,False,True,False,False,Not Found
1865,2020-11-19,The Steward School,Electronic,False,6.0,True,True,False,False,True,False,False,Not Found
1866,2020-11-19,Backroads,Electronic,True,43.0,True,True,True,False,True,False,False,Not Found
1867,2020-11-19,"Scott R. Bell, CPA, PLLC",Paper,True,5.0,True,True,False,False,True,False,False,Not Found
1868,2020-11-19,Proctor Academy,Electronic,False,163.0,True,False,False,False,True,False,False,Not Found
1869,2020-11-19,Wisconsin Evangelical Lutheran Synod,Electronic,False,18.0,True,False,False,False,True,False,False,Not Found
1870,2020-11-19,Webster Five Cents Savings Bank,Electronic,False,19.0,False,False,False,True,False,False,False,Not Found
1871,2020-11-19,"American Express Travel Related Services Company, Inc.",Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1872,2020-11-19,Hathaway Brown School,Electronic,False,32.0,True,False,False,False,True,False,False,Not Found
1873,2020-11-20,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1874,2020-11-20,Houston Museum of Natural Science,Electronic,True,5.0,False,False,False,True,True,False,False,Not Found
1875,2020-11-20,"American Express Travel Related Services Company, Inc.",Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1876,2020-11-20,"First Sonora Bancshares, Inc",Electronic,True,3.0,False,True,False,False,False,False,False,Not Found
1877,2020-11-20,"Southern Trust Mortgage, LLC",Electronic,True,1.0,True,True,True,False,True,False,False,Not Found
1878,2020-11-20,River City Bank,Electronic,True,9.0,True,True,True,False,True,False,False,Not Found
1879,2020-11-20,SAVERS BANK,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1880,2020-11-20,"Kinsale Golf and Fitness Club, LLC,",Electronic,True,3.0,True,True,False,True,True,False,False,Not Found
1881,2020-11-20,Alenco,Electronic,False,1.0,True,False,False,False,True,False,False,Not Found
1882,2020-11-20,WINCHESTER SAVINGS BANK,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1883,2020-11-20,Boston Health Care for the Homeless Program,Electronic,True,55.0,False,True,False,False,True,False,False,Not Found
1884,2020-11-20,Shippensburg University Foundation,Electronic,False,5.0,True,False,True,False,True,False,False,Not Found
1885,2020-11-23,International Cosmetics & Perfumes,Electronic,True,103.0,True,True,True,False,True,False,False,Not Found
1886,2020-11-23,"Merchant One, Inc",Electronic,False,131.0,True,True,True,True,True,False,False,Not Found
1887,2020-11-23,Meals on Wheels of Albuquerque,Electronic,False,2.0,False,True,False,False,False,False,False,Not Found
1888,2020-11-23,"FlexSteel Industries, Inc",Electronic,True,4.0,True,True,False,False,True,False,False,Not Found
1889,2020-11-23,Gunnebo Entrance Control Inc,Electronic,True,3.0,False,False,False,True,False,False,False,Not Found
1890,2020-11-23,Network Capital Funding Corporation,Electronic,True,3.0,True,False,False,False,True,False,False,Not Found
1891,2020-11-23,Northeastern University,Electronic,False,1.0,False,True,False,False,False,False,False,Not Found
1892,2020-11-24,The Village Bank,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1893,2020-11-24,Des Moines Area Community College,Electronic,True,7.0,True,False,False,False,True,False,False,Not Found
1894,2020-11-24,Premier Health Partners,Electronic,True,8.0,True,False,False,False,True,False,False,Not Found
1895,2020-11-24,The Center for Early Education,Electronic,False,7.0,False,True,False,False,False,False,False,Not Found
1896,2020-11-24,SouthOcean Capital Partners LLC,Electronic,True,3.0,True,True,True,True,True,False,False,Not Found
1897,2020-11-24,UniFirst Corporation,Electronic,True,26.0,True,False,False,False,True,False,False,Not Found
1898,2020-11-24,Interim Health Care of the Capital Region,Electronic,True,122.0,True,True,True,True,True,False,False,Not Found
1899,2020-11-24,SAVERS BANK,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1900,2020-11-24,ST. MARY'S CREDIT UNION,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1901,2020-11-24,Eagle Bank,Electronic,False,21.0,False,False,False,True,False,False,False,Not Found
1902,2020-11-25,"thyssenkrupp System Engineering, Inc",Electronic,True,2.0,True,True,False,False,True,False,False,Not Found
1903,2020-11-25,Atlanta Botanical Garden,Electronic,False,1.0,True,False,False,False,True,False,False,Not Found
1904,2020-11-25,"Canon U.S.A., Inc.",Electronic,True,612.0,True,True,True,False,True,False,False,Not Found
1905,2020-11-25,Nova Biomedical,Electronic,True,27.0,True,False,False,False,True,False,False,Not Found
1906,2020-11-25,St. Lawrence University,Electronic,False,66.0,True,True,False,True,True,False,False,Not Found
1907,2020-11-25,ZEG - Berlin Center for Epidemiology and Health Research GMBH,Electronic,True,300.0,True,False,False,False,False,False,False,Not Found
1908,2020-11-25,Boy Scouts of America,Electronic,False,27.0,False,True,False,False,False,False,False,Not Found
1909,2020-11-25,Cambridge School of Weston,Electronic,False,408.0,True,False,False,False,True,False,False,Not Found
1910,2020-11-26,"Universal Automation & Mechanical Services, Inc.",Electronic,True,132.0,True,True,True,True,True,False,False,Not Found
1911,2020-11-27,The Village Bank,Electronic,False,16.0,False,False,False,True,False,False,False,Not Found
1912,2020-11-27,"Titan Leasing, LLC",Electronic,False,1.0,False,True,False,False,True,False,False,Not Found
1913,2020-11-27,Academy of the Holy Names of Florida,Electronic,False,3.0,True,False,False,False,True,False,False,Not Found
1914,2020-11-27,Main Street Bank,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1915,2020-11-27,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1916,2020-11-27,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1917,2020-11-27,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1918,2020-11-27,"Briggs Law Firm, LLP",Electronic,True,5.0,True,True,True,False,True,False,False,Not Found
1919,2020-11-27,The Commonwealth of Massachusetts Department of Revenue,Electronic,True,6.0,True,False,False,False,True,False,False,Not Found
1920,2020-11-27,Main Street Bank,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1921,2020-11-27,Tufts Health Plan,Electronic,False,913.0,True,False,False,False,True,False,False,Not Found
1922,2020-11-28,"Bruce L. Boros, M.D., P.A. DBA Advanced Urgent Care",Electronic,True,138.0,True,True,False,False,True,False,False,Not Found
1923,2020-11-29,Barry Wehmiller,Electronic,True,1.0,True,False,False,False,True,False,False,Not Found
1924,2020-11-30,Virginia Episcopal School,Electronic,False,2.0,False,False,True,False,True,False,False,Not Found
1925,2020-11-30,Arc Home LLC,Electronic,True,104.0,True,True,True,True,True,False,False,Not Found
1926,2020-11-30,The Country School,Electronic,False,7.0,True,True,False,False,True,False,False,Not Found
1927,2020-11-30,Florida State College at Jacksonville Foundation,Electronic,False,167.0,True,False,False,False,True,False,False,Not Found
1928,2020-11-30,Wilmington Friends School,Electronic,False,7.0,True,False,False,False,True,False,False,Not Found
1929,2020-11-30,"Separation Equipment Company, Inc.",Electronic,True,1.0,False,False,False,True,False,False,False,Not Found
1930,2020-11-30,"American Express Travel Related Services Company, Inc",Electronic,False,36.0,False,False,False,True,False,False,False,Not Found
1931,2020-11-30,Discover Financial Services,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1932,2020-11-30,"Interstate Restoration, LLC",Electronic,True,1.0,True,False,False,False,True,False,False,Not Found
1934,2020-11-30,"Etz Hayim Holdings, SPC. d/b/a Lazarus Naturals",Electronic,True,253.0,False,False,False,True,True,False,False,Not Found
1935,2020-11-30,Maimonides Medical Center,Electronic,False,7.0,False,True,False,False,False,False,False,Not Found
1936,2020-11-30,Minerals Technologies Inc.,Electronic,True,760.0,True,True,True,False,True,False,False,Not Found
1937,2020-11-30,"JPMorgan Chase Bank, N.A.",Electronic,True,1.0,False,True,False,False,False,False,False,Not Found
1938,2020-12-01,Commercial Bank,Electronic,True,2.0,True,False,False,False,True,False,False,Not Found
1939,2020-12-01,"AB Staffing Solutions, LLC",Electronic,True,11.0,True,True,True,False,True,False,False,Not Found
1940,2020-12-01,WHDH-TV,Electronic,True,426.0,True,False,False,False,True,False,False,Not Found
1941,2020-12-01,"Oriental Bank and its affiliated broker/dealer Oriental Financial Services, LLC",Electronic,True,12.0,True,True,False,False,True,False,False,Not Found
1942,2020-12-01,"Express Services, Inc.",Both,True,104.0,True,False,False,False,True,False,False,Not Found
1943,2020-12-01,Indianapolis Public Schools,Electronic,False,12.0,True,False,False,False,True,False,False,Not Found
1944,2020-12-01,Applebury Behavior Associates,Paper,True,9.0,True,True,True,True,True,False,False,Not Found
1945,2020-12-01,"Wells Fargo Bank, N.A",Paper,True,6.0,False,True,False,False,True,False,False,Not Found
1946,2020-12-01,"USG Insurance Services, Inc.",Electronic,True,19.0,True,True,True,False,True,False,False,Not Found
1947,2020-12-01,Morgan Stanley,Paper,True,10.0,True,False,False,False,True,False,False,Not Found
1948,2020-12-01,Charlotte Christian School,Electronic,False,1.0,True,True,False,False,True,False,False,Not Found
1949,2020-12-01,Kitsap Credit Union,Electronic,True,2.0,False,True,False,False,False,False,False,Not Found
1950,2020-12-01,St. Mary's Credit Union,Electronic,False,1.0,False,True,False,True,False,False,False,Not Found
1951,2020-12-02,WINCHESTER SAVINGS BANK,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1952,2020-12-02,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1953,2020-12-02,Wells Fargo Bank,Paper,False,1.0,False,True,False,False,True,False,False,Not Found
1954,2020-12-02,Georgia College & State University,Electronic,False,2.0,True,False,False,False,True,False,False,Not Found
1955,2020-12-02,The Hatcher Agency,Electronic,True,11.0,True,False,False,False,True,False,False,Not Found
1956,2020-12-03,Watertown Savings Bank,Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
1957,2020-12-03,Aspire Health Alliance,Electronic,False,553.0,False,True,False,False,False,False,False,Not Found
1958,2020-12-03,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1959,2020-12-03,The Village Bank,Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
1960,2020-12-04,Randolph School,Electronic,False,1.0,True,False,False,False,True,False,False,Not Found
1961,2020-12-04,Discover Financial Services,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1962,2020-12-04,Discover Financial Services,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
1963,2020-12-04,The Madeira School,Electronic,False,11.0,True,False,False,False,True,False,False,Not Found
1964,2020-12-04,Discover Financial Services,Electronic,False,196.0,False,False,False,True,False,False,False,Not Found
1965,2020-12-04,Discover Financial Services,Electronic,False,20.0,False,False,False,True,False,False,False,Not Found
1966,2020-12-04,Discover Financial Services,Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
1967,2020-12-04,Springfield Public Schools,Electronic,True,9305.0,True,False,True,True,True,False,False,Not Found
1968,2020-12-04,Oxford University Bank,Electronic,False,5.0,True,True,False,False,True,False,False,Not Found
1969,2020-12-04,Discover Financial Services,Electronic,False,47.0,False,False,False,True,False,False,False,Not Found
1970,2020-12-04,Discover Financial Services,Electronic,False,4.0,False,False,False,True,False,False,False,Not Found
1971,2020-12-04,Discover Financial Services,Electronic,False,13.0,False,False,False,True,False,False,False,Not Found
1972,2020-12-04,Discover Financial Services,Electronic,False,56.0,False,False,False,True,False,False,False,Not Found
1973,2020-12-04,Roetzel & Andress LPA,Electronic,False,1.0,True,False,False,False,True,False,False,Not Found
1974,2020-12-04,University of South Dakota Foundation,Electronic,False,3.0,True,True,False,False,True,False,False,Not Found
1975,2020-12-04,USNR LLC,Electronic,True,3.0,True,False,False,False,False,False,False,Not Found
1976,2020-12-04,WINCHESTER SAVINGS BANK,Electronic,False,4.0,False,False,False,True,False,False,False,Not Found
1977,2020-12-04,Walgreen Co.,Paper,True,2.0,False,False,True,False,False,False,False,Not Found
1978,2020-12-04,Moses Brown School,Electronic,False,79.0,True,False,False,False,True,False,False,Not Found
1979,2020-12-04,TD Bank N.A,Electronic,True,1.0,True,True,False,True,True,False,False,Not Found
1980,2020-12-04,TD Bank N.A,Electronic,True,2.0,True,True,False,True,True,False,False,Not Found
1981,2020-12-06,Diocese of Charlotte,Electronic,False,4.0,True,True,False,False,True,False,False,Not Found
1982,2020-12-07,"AITX, LLC",Electronic,True,1.0,True,False,False,False,True,False,False,Not Found
1983,2020-12-07,"Barksdale & Associates, Inc. d/b/a TSG Resolute",Electronic,True,1.0,True,True,True,False,True,False,False,Not Found
1984,2020-12-07,Westminster School,Electronic,False,87.0,True,False,False,False,True,False,False,Not Found
1985,2020-12-07,GI Partners L.P.,Electronic,True,2.0,True,False,False,False,True,False,False,Not Found
1986,2020-12-07,Southern College of Optometry,Electronic,False,2.0,True,False,False,False,True,False,False,Not Found
1987,2020-12-07,People Incorporated,Electronic,True,1.0,True,False,False,False,True,False,False,Not Found
1988,2020-12-07,La Salle College High School,Electronic,False,1.0,True,False,False,False,True,False,False,Not Found
1989,2020-12-07,SAVERS BANK,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1990,2020-12-07,"Brookwoord Financial Partners, LLC",Electronic,True,141.0,True,True,True,False,True,False,False,Not Found
1991,2020-12-07,Impact Bank,Electronic,False,3.0,True,True,False,False,True,False,False,Not Found
1992,2020-12-08,"Tennessee Baptist Children's Homes, Inc.",Electronic,False,1.0,True,True,True,False,True,False,False,Not Found
1993,2020-12-08,St. Andrew's Episcopal Day School,Electronic,False,2.0,True,True,False,False,True,False,False,Not Found
1994,2020-12-08,"American Express Travel Related Services Company, Inc.",Electronic,False,26.0,False,False,False,True,False,False,False,Not Found
1995,2020-12-08,SAVERS BANK,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1996,2020-12-08,"LSU Health Foundation, New Orleans",Electronic,False,21.0,True,False,False,False,True,False,False,Not Found
1997,2020-12-08,Open Door Family Medical Center,Electronic,False,7.0,False,False,True,False,False,False,False,Not Found
1998,2020-12-09,Mutul One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
1999,2020-12-09,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2000,2020-12-09,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2001,2020-12-09,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2002,2020-12-09,Main Street Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2003,2020-12-09,Main Street Bank,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
2004,2020-12-09,Main Street Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2005,2020-12-09,Angeion Group,Electronic,True,161.0,True,True,True,True,True,False,False,Not Found
2006,2020-12-09,Spaulding Rehabilitation Network,Paper,True,1.0,False,False,False,False,True,False,False,Not Found
2007,2020-12-09,The University of Memphis,Electronic,True,2.0,True,False,False,False,True,False,False,Not Found
2008,2020-12-09,KeyPoint Credit Union,Electronic,True,2.0,True,False,True,False,True,False,False,Not Found
2009,2020-12-09,City University of Seattle,Electronic,True,4.0,True,False,False,False,True,False,False,Not Found
2010,2020-12-09,Blair Academy,Electronic,False,94.0,True,False,False,False,False,False,False,Not Found
2011,2020-12-09,The Legal Aid Society,Electronic,False,2.0,True,False,False,False,True,False,False,Not Found
2012,2020-12-09,Robie & Matthai APC,Electronic,True,4.0,True,True,True,True,True,False,False,Not Found
2013,2020-12-09,"Wells Fargo Bank, N.A.",Electronic,True,4.0,False,True,False,False,True,False,False,Not Found
2014,2020-12-09,"The Vanguard Group, Inc.",Paper,True,2.0,False,True,False,False,False,False,False,Not Found
2015,2020-12-09,Salem Five Cents Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2017,2020-12-10,Fein Such Kahn & Shepard P.C.,Electronic,True,4.0,True,True,False,False,True,False,False,Not Found
2018,2020-12-10,"H.N.R. Clark, Inc",Electronic,False,4.0,True,False,True,False,True,False,False,Not Found
2019,2020-12-10,Brooklyn Defender Services,Electronic,True,8.0,True,False,False,False,True,False,False,Not Found
2020,2020-12-10,"Wells Fargo Bank, N.A.",Electronic,True,2.0,True,False,False,False,True,False,False,Not Found
2021,2020-12-10,St. Mary's Credit Union,Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
2022,2020-12-10,Brebeuf Jesuit Preparatory School,Electronic,False,1.0,True,False,False,False,True,False,False,Not Found
2023,2020-12-10,Aetna,Electronic,False,5057.0,True,False,False,False,True,False,False,Not Found
2024,2020-12-10,Nelnet Total and Permanent Disability,Paper,True,1.0,False,True,False,False,False,False,False,Not Found
2025,2020-12-10,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2026,2020-12-10,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2027,2020-12-11,The National World War II Museum,Electronic,False,13.0,False,True,False,False,True,False,False,Not Found
2028,2020-12-11,Greenfield Savings Bank,Paper,True,284.0,False,True,False,False,False,False,False,Not Found
2029,2020-12-11,"JPMorgan Chase Bank, N.A.",Electronic,True,1.0,False,True,False,False,False,False,False,Not Found
2030,2020-12-11,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2031,2020-12-11,Cherry Bekaert LLP,Electronic,True,18.0,True,True,False,False,True,False,False,Not Found
2032,2020-12-11,Foxcroft School,Electronic,False,13.0,True,False,False,False,True,False,False,Not Found
2033,2020-12-11,"Hughes Socol Piers Resnick & Dym, Ltd",Electronic,True,5.0,True,False,True,False,True,False,False,Not Found
2034,2020-12-14,Belden Inc.,Electronic,True,199.0,True,True,False,False,True,False,False,Not Found
2035,2020-12-14,"Grass Valley USA, LLC",Electronic,False,24.0,True,True,False,False,True,False,False,Not Found
2036,2020-12-14,Hamden Hall Country Day School,Electronic,False,9.0,True,False,False,False,True,False,False,Not Found
2037,2020-12-14,MTS Systems Corporation,Electronic,True,1.0,True,False,False,False,True,False,False,Not Found
2038,2020-12-14,Apex Systems,Electronic,True,24.0,True,False,False,False,True,False,False,Not Found
2039,2020-12-14,"American Express Travel Related Services Company, Inc.",Electronic,False,2.0,False,False,False,True,False,False,False,Not Found
2040,2020-12-14,"American Express Travel Related Services Company, Inc.",Electronic,False,215.0,False,False,False,True,False,False,False,Not Found
2041,2020-12-14,WINCHESTER SAVINGS BANK,Electronic,False,8.0,False,False,False,True,False,False,False,Not Found
2042,2020-12-15,Claremont Lincoln University,Electronic,True,6.0,True,False,False,True,True,False,False,Not Found
2043,2020-12-15,The Convent of the Sacred Heart School of New York,Electronic,False,7.0,True,True,False,False,True,False,False,Not Found
2044,2020-12-15,RKL LLP,Electronic,True,5.0,True,True,True,True,True,False,False,Not Found
2045,2020-12-15,Saint Francis Ministries (as successor to St. John s Military School),Electronic,False,1.0,True,False,False,False,True,False,False,Not Found
2046,2020-12-15,"Sonoma Recovery Services, LLC d/b/a Olympia House",Electronic,True,2.0,True,False,False,False,True,False,False,Not Found
2047,2020-12-15,The Wheeler School,Electronic,False,212.0,True,False,False,False,True,False,False,Not Found
2048,2020-12-15,Jackson National Life Insurance Company,Paper,True,20.0,False,True,False,False,False,False,False,Not Found
2049,2020-12-15,Jackson National Life Insurance Company,Paper,True,128.0,False,True,False,False,False,False,False,Not Found
2050,2020-12-15,McLane Middleton,Electronic,True,107.0,True,True,False,False,True,False,False,Not Found
2051,2020-12-15,"Mortgage Network, Inc.",Paper,False,1.0,True,True,True,True,True,False,False,Not Found
2052,2020-12-15,"American Express Travel Related Services Company, Inc.",Electronic,False,17.0,False,False,False,True,False,False,False,Not Found
2053,2020-12-15,"American Express Travel Related Services Company, Inc.",Electronic,False,17.0,False,False,False,True,False,False,False,Not Found
2054,2020-12-15,Wall Street Strategies Inc,Electronic,True,14.0,False,False,False,True,False,False,False,Not Found
2055,2020-12-15,Diocese of San Diego/Cathedral Catholic High School,Electronic,False,2.0,True,False,False,False,True,False,False,Not Found
2056,2020-12-16,Raymond James Financial,Electronic,True,2.0,False,True,False,False,True,False,False,Not Found
2057,2020-12-16,Girl Scouts of Middle Tennessee,Electronic,False,2.0,False,True,False,False,False,False,False,Not Found
2058,2020-12-16,Cary Academy,Electronic,False,5.0,True,False,False,False,True,False,False,Not Found
2059,2020-12-16,AIG Direct Insurance Services,Paper,True,1.0,False,True,False,False,False,False,False,Not Found
2060,2020-12-16,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2061,2020-12-16,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2062,2020-12-16,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2063,2020-12-16,"The Pike School, Inc.",Electronic,False,140.0,True,False,False,False,True,False,False,Not Found
2064,2020-12-16,"Royal Bancshares, Inc",Electronic,False,7.0,True,True,False,False,True,False,False,Not Found
2065,2020-12-16,PeaceHealth,Electronic,False,2.0,False,True,False,False,False,False,False,Not Found
2066,2020-12-16,NexTier Bank,Electronic,False,51.0,True,True,False,False,True,False,False,Not Found
2067,2020-12-16,"DOROT, Inc.",Electronic,False,2.0,True,False,False,False,True,False,False,Not Found
2068,2020-12-16,Theragenics Corporation,Electronic,True,139.0,True,True,False,False,True,False,False,Not Found
2069,2020-12-17,The Village Bank,Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
2070,2020-12-17,"HD Wellness, LLC dba Unify Health Labs",Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
2071,2020-12-17,Cali Pet Nutrients LLC dba Ultimate Pet Nutrition,Electronic,False,5.0,False,False,False,True,False,False,False,Not Found
2072,2020-12-17,"Probiotic America, LLC dba Probiotic America",Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2073,2020-12-17,The Lincoln National Life Insurance Company,Electronic,True,2.0,True,True,False,False,True,False,False,Not Found
2074,2020-12-17,"THGH Partners, LLC dba Power Life",Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2075,2020-12-17,Discover Financial Services,Paper,True,15.0,False,False,False,True,True,False,False,Not Found
2076,2020-12-17,Massachusetts Mutual Life Insurance Company,Paper,False,4.0,True,True,True,False,True,False,False,Not Found
2077,2020-12-17,"One Two Cosmetics, LLC dba One Two Cosmetics",Electronic,False,1.0,False,False,False,True,False,False,False,Not Found
2078,2020-12-17,"Pacific Health Supplements, LLC dba Nucific",Electronic,False,28.0,False,False,False,True,False,False,False,Not Found
2079,2020-12-17,"Living Cell Research, LLC dba LCR",Electronic,False,6.0,False,False,False,True,False,False,False,Not Found
2080,2020-12-17,"Agoura Health Products, LLC dba Gundry MD",Electronic,False,89.0,False,False,False,True,False,False,False,Not Found
2081,2020-12-17,"J.C. Cannistraro, LLC",Electronic,True,1419.0,True,True,True,False,True,False,False,Not Found
2082,2020-12-17,"California Pet Partners, LLC dba Dr. Marty",Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
2083,2020-12-17,"California Skin Products, LLC dba DermalMedix",Electronic,False,3.0,False,False,False,True,False,False,False,Not Found
2084,2020-12-17,"DSMB Partners, LLC dba City Beauty",Electronic,False,89.0,False,False,False,True,False,False,False,Not Found
2085,2020-12-17,"Beverly Hills MD, LLC dba Beverly Hills MD",Electronic,False,21.0,False,False,False,True,False,False,False,Not Found
2086,2020-12-17,"DSMB Partners, LLC dba ActivatedYou",Electronic,False,13.0,False,False,False,True,False,False,False,Not Found
2087,2020-12-18,Friends Seminary,Electronic,False,44.0,True,False,False,False,True,False,False,Not Found
2088,2020-12-18,"Devine, Millimet & Branch, P.A.",Electronic,True,5707.0,True,True,False,False,True,False,False,Not Found
2089,2020-12-18,Oakwood Bank,Electronic,True,3.0,True,True,False,False,True,False,False,Not Found
2090,2020-12-18,Community Bank of Cameron,Electronic,False,4.0,True,True,False,False,True,False,False,Not Found
2091,2020-12-18,IPG Photonics Corporation,Electronic,True,11.0,False,True,False,True,False,False,False,Not Found
2092,2020-12-18,GeoStabilization International,Electronic,True,1.0,True,False,False,True,True,False,False,Not Found
2093,2020-12-18,InFirst Bank,Electronic,False,37.0,True,True,False,False,True,False,False,Not Found
2094,2020-12-18,"A2Z Field Services, LLC",Electronic,True,42.0,True,True,True,False,True,False,False,Not Found
2095,2020-12-18,Mass General Brigham Incorporated,Electronic,False,28465.0,True,False,False,False,True,False,False,Not Found
