,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Organization Categories
4468,0.0,1.0,0.0,0.0,2013-09-04,The Commonwealth of MA - RMV,False,41.0,False,True,False,False,True,False,False,Corporation
4469,0.0,1.0,0.0,0.0,2013-09-05,PeoplesBank,False,18.0,False,True,False,False,False,False,False,Finance
4470,0.0,1.0,0.0,0.0,2013-09-05,Webster Five Cents Savings Bank,False,16.0,False,False,False,True,False,False,False,Finance
4471,0.0,1.0,0.0,0.0,2013-09-05,Northeastern University,True,26.0,True,False,False,False,False,False,False,Other
4472,0.0,1.0,0.0,0.0,2013-09-05,TD Bank,True,1.0,True,True,False,False,True,False,False,Finance
4473,0.0,1.0,0.0,0.0,2013-09-06,"Ektron, Inc.",False,22.0,True,False,False,False,True,False,False,Corporation
4474,0.0,0.0,1.0,0.0,2013-09-06,EatonVance Management,False,8.0,False,True,False,True,True,False,False,Corporation
4475,0.0,1.0,0.0,0.0,2013-09-06,American Express,False,1.0,False,False,False,True,False,False,False,Technology
4476,0.0,0.0,1.0,0.0,2013-09-09,Brigham and Women's Hospital,True,1.0,False,False,False,False,False,False,False,Other
4477,0.0,1.0,0.0,0.0,2013-09-09,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
4478,0.0,1.0,0.0,0.0,2013-09-09,Pilgrim Bank,False,21.0,False,False,False,True,False,False,False,Finance
4479,0.0,0.0,0.0,1.0,2013-09-09,Marlborough Savings Bank,False,35.0,False,False,False,True,False,False,False,Finance
4480,0.0,0.0,0.0,1.0,2013-09-10,Adams Community Bank,False,17.0,False,False,False,True,False,False,False,Finance
4481,0.0,1.0,0.0,0.0,2013-09-10,Adams Community Bank,False,1.0,False,False,False,True,False,False,False,Finance
4482,0.0,1.0,0.0,0.0,2013-09-10,Savers Bank,False,35.0,False,False,False,True,False,False,False,Finance
4483,0.0,1.0,0.0,0.0,2013-09-10,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
4484,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4485,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,5.0,False,False,False,True,False,False,False,Finance
4486,0.0,0.0,0.0,1.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4487,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,19.0,False,False,False,True,False,False,False,Finance
4488,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,8.0,False,False,False,True,False,False,False,Finance
4489,0.0,0.0,1.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4490,0.0,0.0,0.0,1.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4491,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4492,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
4493,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
4494,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,4.0,False,False,False,True,False,False,False,Finance
4495,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,5.0,False,False,False,True,False,False,False,Finance
4496,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4497,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4498,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4499,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4500,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4501,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,4.0,False,False,False,True,False,False,False,Finance
4502,0.0,0.0,1.0,0.0,2013-09-10,Eastern Bank,False,12.0,False,False,False,True,False,False,False,Finance
4503,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,9.0,False,False,False,True,False,False,False,Finance
4504,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,17.0,False,False,False,True,False,False,False,Finance
4505,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,14.0,False,False,False,True,False,False,False,Finance
4506,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,13.0,False,False,False,True,False,False,False,Finance
4507,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,9.0,False,False,False,True,False,False,False,Finance
4508,0.0,0.0,1.0,0.0,2013-09-10,Eastern Bank,False,4.0,False,False,False,True,False,False,False,Finance
4509,0.0,1.0,0.0,0.0,2013-09-10,Eastern Bank,False,5.0,False,False,False,True,False,False,False,Finance
4510,0.0,1.0,0.0,0.0,2013-09-10,"The Vanguard Group, Inc.",False,5.0,True,False,False,False,False,False,False,Finance
4511,0.0,0.0,0.0,1.0,2013-09-10,"Capital One, National Association",False,1.0,False,True,False,False,True,False,False,Technology
4512,0.0,1.0,0.0,0.0,2013-09-10,Outdoor Network LLC,False,41.0,False,False,False,True,False,False,False,Corporation
4513,0.0,1.0,0.0,0.0,2013-09-10,Medical University of South Carolina,False,5.0,False,False,False,True,True,False,False,Technology
4514,0.0,1.0,0.0,0.0,2013-09-11,Eagle Bank,False,17.0,False,False,False,True,False,False,False,Finance
4515,0.0,0.0,1.0,0.0,2013-09-11,Eagle Bank,False,1.0,False,False,False,True,False,False,False,Finance
4516,0.0,1.0,0.0,0.0,2013-09-11,Eagle Bank,False,1.0,False,False,False,True,False,False,False,Finance
4517,0.0,1.0,0.0,0.0,2013-09-11,Bay State Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
4518,0.0,0.0,1.0,0.0,2013-09-11,Northeastern University,False,1.0,False,True,False,False,False,False,False,Other
4519,0.0,1.0,0.0,0.0,2013-09-12,Mutual One Bank,False,24.0,False,False,False,True,False,False,False,Finance
4520,0.0,1.0,0.0,0.0,2013-09-12,American Express,False,41.0,False,False,False,True,False,False,False,Technology
4521,0.0,1.0,0.0,0.0,2013-09-12,American Express Company,False,4.0,False,False,False,True,False,False,False,Technology
4522,0.0,1.0,0.0,0.0,2013-09-13,Rockland Trust,False,2.0,True,True,False,False,True,False,False,Other
4523,0.0,1.0,0.0,0.0,2013-09-13,Rockland Trust,False,1.0,False,True,False,False,False,False,False,Other
4524,0.0,1.0,0.0,0.0,2013-09-13,Rockland Trust,False,1.0,False,True,False,False,False,False,False,Other
4525,0.0,1.0,0.0,0.0,2013-09-13,Bristol County Savings Bank,False,41.0,False,False,False,True,False,False,False,Finance
4526,0.0,1.0,0.0,0.0,2013-09-16,Citi Bank,True,8.0,True,True,False,False,True,False,False,Finance
4527,0.0,1.0,0.0,0.0,2013-09-16,BEL USA LLC,True,41.0,False,False,False,True,False,False,False,Corporation
4528,0.0,1.0,0.0,0.0,2013-09-16,Blackhawk Consulting Group,True,2.0,False,False,False,True,True,False,False,Finance
4529,0.0,1.0,0.0,0.0,2013-09-16,"FSV Payment Systems, Inc.",False,41.0,True,True,False,True,True,False,False,Technology
4530,0.0,1.0,0.0,0.0,2013-09-16,Vector Security,False,2.0,True,False,False,False,True,False,True,Other
4531,0.0,1.0,0.0,0.0,2013-09-16,Crystal & Company,False,24.0,False,False,True,False,True,False,True,Corporation
4532,0.0,1.0,0.0,0.0,2013-09-17,Bank of America,True,6.0,True,True,False,True,True,False,False,Technology
4533,0.0,1.0,0.0,0.0,2013-09-17,Brigham and Woman's Hospital,True,2.0,False,False,False,False,False,False,False,Other
4534,0.0,1.0,0.0,0.0,2013-09-17,Experian,True,8.0,True,True,False,False,True,False,False,Finance
4535,0.0,1.0,0.0,0.0,2013-09-17,MFS Investment Management,True,41.0,True,False,False,False,False,False,False,Finance
4536,0.0,1.0,0.0,0.0,2013-09-17,AON Corporation,True,41.0,True,False,False,False,False,False,False,Corporation
4537,0.0,1.0,0.0,0.0,2013-09-18,Salem Five,False,3.0,False,False,False,True,False,False,False,Finance
4538,0.0,1.0,0.0,0.0,2013-09-18,Stoneham Savings,False,1.0,False,False,False,True,False,False,False,Finance
4539,0.0,1.0,0.0,0.0,2013-09-18,Salem Five Bank,False,7.0,False,False,False,True,False,False,False,Finance
4540,0.0,1.0,0.0,0.0,2013-09-19,Hospice of the North Shore & Greater Boston,True,14.0,False,False,False,False,True,False,False,Other
4541,0.0,1.0,0.0,0.0,2013-09-19,Harvard University,False,3.0,True,False,False,False,False,False,False,Other
4542,0.0,1.0,0.0,0.0,2013-09-19,National Safety Council,False,18.0,False,False,True,False,False,False,False,Corporation
4543,0.0,1.0,0.0,0.0,2013-09-19,The New Teacher Project,False,2.0,False,False,False,False,True,False,False,Other
4544,0.0,0.0,0.0,1.0,2013-09-20,"Altius University, LLC",False,1.0,True,False,False,False,True,False,False,Corporation
4545,0.0,1.0,0.0,0.0,2013-09-20,Windhaven Investment Management,False,41.0,False,True,False,False,True,False,False,Finance
4546,1.0,0.0,0.0,0.0,2013-09-21,Braintree & New England Rehabilitation Hospitals,False,1.0,True,False,False,False,False,False,False,Other
4547,0.0,0.0,1.0,0.0,2013-09-23,American Express,False,1.0,False,False,False,True,False,False,False,Technology
4548,0.0,0.0,1.0,0.0,2013-09-23,American Express,False,6.0,False,False,False,True,False,False,False,Technology
4549,0.0,1.0,0.0,0.0,2013-09-23,American Express,False,41.0,False,False,False,True,False,False,False,Technology
4550,0.0,0.0,1.0,0.0,2013-09-23,Cleveland Institute of Music,False,41.0,True,False,False,True,False,False,False,Other
4551,0.0,1.0,0.0,0.0,2013-09-23,University of Massachusetts Amherst,False,5.0,True,False,False,False,False,False,False,Other
4552,0.0,1.0,0.0,0.0,2013-09-23,Newburyport Five Cents Savings Bank,False,16.0,False,False,False,True,False,False,False,Finance
4553,0.0,1.0,0.0,0.0,2013-09-24,Massachusetts General Hospital,True,1.0,True,False,False,False,False,False,False,Other
4554,0.0,1.0,0.0,0.0,2013-09-25,New York Life Insurance Company,False,2.0,True,True,True,False,True,False,False,Finance
4555,0.0,1.0,0.0,0.0,2013-09-25,Ferris State University,True,20.0,True,False,False,False,True,False,False,Other
4556,0.0,0.0,0.0,1.0,2013-09-25,Fidelity Investments,True,1.0,False,True,False,False,True,False,False,Finance
4557,0.0,0.0,0.0,1.0,2013-09-25,Bay State Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
4558,0.0,1.0,0.0,0.0,2013-09-25,"ICG, America",True,41.0,False,False,False,True,False,False,False,Technology
4559,0.0,1.0,0.0,0.0,2013-09-25,Partners Healthcare,True,1.0,False,False,False,False,False,False,False,Technology
4560,0.0,1.0,0.0,0.0,2013-09-25,Beverly Hospital,True,1.0,True,False,True,True,False,False,False,Other
4561,0.0,1.0,0.0,0.0,2013-09-25,American Express Company,False,41.0,False,False,False,True,False,False,False,Technology
4563,0.0,1.0,0.0,0.0,2013-09-27,BayState Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
4564,0.0,1.0,0.0,0.0,2013-09-30,"Dexter-Russell, Inc.",False,41.0,False,False,False,True,False,False,False,Corporation
4565,0.0,1.0,0.0,0.0,2013-09-30,Savers Bank,False,3.0,False,False,False,True,False,False,False,Finance
4566,0.0,0.0,1.0,0.0,2013-09-30,Pilgrim Bank,False,4.0,False,False,False,True,False,False,False,Finance
4567,0.0,1.0,0.0,0.0,2013-09-30,"Clark  and Anderson, P.A.",False,7.0,True,True,False,False,False,False,False,Other
4568,0.0,1.0,0.0,0.0,2013-09-30,American Express,False,10.0,False,False,False,True,False,False,False,Technology
4569,0.0,1.0,0.0,0.0,2013-10-01,Marlborough Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
4570,0.0,1.0,0.0,0.0,2013-10-01,Central One Federal Credit Union,False,41.0,False,True,False,False,True,False,False,Healthcare
4571,0.0,1.0,0.0,0.0,2013-10-01,Aetna,False,1.0,True,False,False,False,False,False,False,Finance
4572,0.0,1.0,0.0,0.0,2013-10-01,Discover,False,41.0,False,False,False,False,False,False,False,Finance
4573,0.0,1.0,0.0,0.0,2013-10-02,American Express,False,5.0,False,False,False,True,False,False,False,Technology
4574,0.0,1.0,0.0,0.0,2013-10-02,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
4575,0.0,0.0,0.0,1.0,2013-10-02,TD Bank,False,2.0,False,False,False,True,True,False,False,Finance
4576,0.0,1.0,0.0,0.0,2013-10-02,Newburyport Five Cent Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
4577,0.0,0.0,0.0,1.0,2013-10-02,Adobe Systems Incorporated,False,41.0,False,False,False,True,True,False,False,Technology
4578,0.0,0.0,1.0,0.0,2013-10-02,"Neurocare, Inc.",False,1.0,True,False,False,False,True,False,False,Technology
4579,0.0,1.0,0.0,0.0,2013-10-02,Public Storage,False,14.0,False,False,True,False,False,False,False,Other
4580,0.0,0.0,0.0,1.0,2013-10-03,"Ameriprise Financial Services, Inc.",False,2.0,True,False,False,False,True,False,False,Healthcare
4581,0.0,1.0,0.0,0.0,2013-10-03,Mutual One Bank,False,1.0,False,False,False,True,False,False,False,Finance
4582,0.0,1.0,0.0,0.0,2013-10-03,Mutual One Bank,False,5.0,False,False,False,True,False,False,False,Finance
4583,0.0,1.0,0.0,0.0,2013-10-04,Spaulding Rehabilitation Hospital,True,13.0,True,False,False,False,False,False,False,Other
4584,0.0,1.0,0.0,0.0,2013-10-06,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
4585,0.0,1.0,0.0,0.0,2013-10-07,Bristol County Savings Bank,False,18.0,False,False,False,True,False,False,False,Finance
4586,0.0,0.0,0.0,1.0,2013-10-07,"R.T. Jones Capital Equities Management, Inc.",True,41.0,True,False,False,False,True,False,False,Technology
4587,0.0,1.0,0.0,0.0,2013-10-07,CSX Transportation,True,41.0,True,False,False,False,True,False,False,Other
4588,0.0,0.0,1.0,0.0,2013-10-07,St. Mary's Credit Union,False,41.0,False,False,False,True,False,False,False,Healthcare
4589,0.0,0.0,0.0,1.0,2013-10-07,Clinical Reference Laboratory,False,29.0,True,False,False,False,True,False,False,Technology
4590,0.0,1.0,0.0,0.0,2013-10-07,"PayJunction, Inc.",True,12.0,True,True,False,False,True,False,False,Corporation
4591,0.0,1.0,0.0,0.0,2013-10-07,eReplacementParts.com,True,1.0,False,False,False,True,False,False,False,Corporation
4592,0.0,1.0,0.0,0.0,2013-10-07,"Pasadena Hardware Village, Inc.",True,1.0,True,False,False,False,False,False,False,Corporation
4593,0.0,1.0,0.0,0.0,2013-10-07,Marborough Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
4594,0.0,1.0,0.0,0.0,2013-10-07,American Express,False,2.0,False,False,False,True,False,False,False,Technology
4595,0.0,1.0,0.0,0.0,2013-10-07,American Express,False,10.0,False,False,False,True,False,False,False,Technology
4596,0.0,1.0,0.0,0.0,2013-10-07,"The Vanguard Group, Inc.",True,1.0,False,True,False,False,False,False,False,Finance
4597,0.0,1.0,0.0,0.0,2013-10-07,Datapak Services Corporation,False,41.0,False,False,False,True,True,False,False,Corporation
4598,0.0,1.0,0.0,0.0,2013-10-08,BayState Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
4599,0.0,1.0,0.0,0.0,2013-10-09,Bringham and Women's Hospital,False,1.0,False,True,False,False,True,False,False,Other
4600,0.0,1.0,0.0,0.0,2013-10-10,American Express,False,39.0,False,False,False,True,False,False,False,Technology
4601,0.0,1.0,0.0,0.0,2013-10-10,American Express,False,1.0,False,False,False,True,False,False,False,Technology
4602,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,17.0,False,False,False,True,False,False,False,Finance
4603,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4604,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,26.0,False,False,False,True,False,False,False,Finance
4605,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,15.0,False,False,False,True,False,False,False,Finance
4606,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
4607,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,6.0,False,False,False,True,False,False,False,Finance
4608,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,21.0,False,False,False,True,False,False,False,Finance
4609,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,2.0,False,False,False,True,False,False,False,Finance
4610,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4611,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,18.0,False,False,False,True,False,False,False,Finance
4612,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,5.0,False,False,False,True,False,False,False,Finance
4613,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,2.0,False,False,False,True,False,False,False,Finance
4614,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,5.0,False,False,False,True,False,False,False,Finance
4615,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,10.0,False,False,False,True,False,False,False,Finance
4616,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,2.0,False,False,False,True,False,False,False,Finance
4617,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,2.0,False,False,False,True,False,False,False,Finance
4618,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,3.0,False,False,False,True,False,False,False,Finance
4619,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4620,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
4621,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
4622,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,24.0,False,False,False,True,False,False,False,Finance
4623,0.0,1.0,0.0,0.0,2013-10-10,Eastern Bank,False,3.0,False,False,False,True,False,False,False,Finance
4624,0.0,1.0,0.0,0.0,2013-10-10,American Express,False,2.0,False,False,False,True,False,False,False,Technology
4625,0.0,1.0,0.0,0.0,2013-10-11,"Auntie Anne's, Inc.",False,1.0,True,False,False,False,False,False,False,Corporation
4626,0.0,1.0,0.0,0.0,2013-10-11,Marlborough Savings Bank,False,8.0,False,False,False,True,False,False,False,Finance
4627,0.0,1.0,0.0,0.0,2013-10-11,Fidelity Investments,True,2.0,False,True,False,False,True,False,False,Finance
4629,0.0,1.0,0.0,0.0,2013-10-11,MassDot,False,1.0,True,False,True,False,False,False,False,Other
4630,0.0,1.0,0.0,0.0,2013-10-11,Fidelity Iinvestments,True,2.0,False,True,False,False,True,False,False,Finance
4631,0.0,1.0,0.0,0.0,2013-10-11,American Express,False,1.0,False,False,False,True,False,False,False,Technology
4632,0.0,1.0,0.0,0.0,2013-10-11,Partners Healthcare at Home,False,1.0,False,True,False,False,True,False,False,Technology
4633,0.0,1.0,0.0,0.0,2013-10-11,Savers Bank,False,13.0,False,False,False,True,False,False,False,Finance
4634,0.0,1.0,0.0,0.0,2013-10-11,St.Mary's Credit Union,False,37.0,False,False,False,True,False,False,False,Healthcare
4635,0.0,1.0,0.0,0.0,2013-10-11,The Commonwealth of MA - DOR,False,1.0,True,False,False,False,False,False,False,Corporation
4636,0.0,1.0,0.0,0.0,2013-10-15,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
4637,0.0,1.0,0.0,0.0,2013-10-15,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
4638,0.0,1.0,0.0,0.0,2013-10-15,Washington University,True,17.0,True,False,False,False,True,False,False,Other
4639,0.0,1.0,0.0,0.0,2013-10-15,NBC Sports Group,False,15.0,True,False,True,False,False,False,False,Other
4640,0.0,1.0,0.0,0.0,2013-10-15,The Scotts Company LLC,False,1.0,False,False,False,True,False,False,False,Corporation
4641,0.0,1.0,0.0,0.0,2013-10-15,Toyota Financial Services,True,1.0,False,True,False,False,True,False,False,Healthcare
4642,0.0,1.0,0.0,0.0,2013-10-15,Holy Cross Hospital,True,7.0,True,False,False,False,True,False,False,Other
4643,0.0,1.0,0.0,0.0,2013-10-15,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
4644,0.0,1.0,0.0,0.0,2013-10-15,Commonwealth of Massachusetts Executive Office of Health and Human Services Dept of Transitional Ass,True,1.0,True,False,False,False,False,False,False,Healthcare
4645,0.0,1.0,0.0,0.0,2013-10-15,BayState Savings Bank,False,9.0,False,False,False,True,False,False,False,Finance
4646,0.0,1.0,0.0,0.0,2013-10-15,Pilgrim Bank,False,5.0,False,False,False,True,False,False,False,Finance
4648,0.0,1.0,0.0,0.0,2013-10-15,MetLife,True,6.0,True,False,False,False,True,False,False,Finance
4649,0.0,1.0,0.0,0.0,2013-10-15,Commonwealth of Massachusetts Executive Office of Health and Human Services,False,5.0,False,False,False,False,False,False,False,Healthcare
4650,0.0,1.0,0.0,0.0,2013-10-15,Eagle Bank,False,4.0,False,False,False,True,False,False,False,Finance
4651,0.0,1.0,0.0,0.0,2013-10-16,BriovaRx,False,22.0,False,False,False,False,False,False,False,Other
4652,0.0,1.0,0.0,0.0,2013-10-16,University of New Haven,False,41.0,False,True,False,False,True,False,False,Other
4653,0.0,1.0,0.0,0.0,2013-10-16,Salem Five,False,2.0,False,False,False,True,False,False,False,Finance
4654,0.0,1.0,0.0,0.0,2013-10-16,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
4655,0.0,1.0,0.0,0.0,2013-10-16,Salem Five,False,3.0,False,False,False,True,False,False,False,Finance
4656,0.0,1.0,0.0,0.0,2013-10-17,Hudson Valley Community College,False,41.0,True,False,False,False,True,False,False,Corporation
4657,0.0,1.0,0.0,0.0,2013-10-17,St.Mary's credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
4658,0.0,1.0,0.0,0.0,2013-10-18,Anthem BlueCross,False,1.0,False,True,False,False,True,False,False,Other
4659,0.0,1.0,0.0,0.0,2013-10-18,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
4660,0.0,1.0,0.0,0.0,2013-10-18,TD Bank,False,7.0,True,True,False,False,True,False,False,Finance
4661,0.0,1.0,0.0,0.0,2013-10-18,Express Scripts,False,1.0,True,False,False,False,True,False,False,Healthcare
4662,0.0,1.0,0.0,0.0,2013-10-18,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
4663,0.0,1.0,0.0,0.0,2013-10-21,Sentara Healthcare,False,2.0,True,False,False,False,True,False,False,Technology
4664,0.0,1.0,0.0,0.0,2013-10-21,Northeast Center for Youth and Families,False,41.0,True,False,False,False,False,False,False,Corporation
4665,0.0,1.0,0.0,0.0,2013-10-21,Ouidad,False,41.0,False,False,False,True,True,False,False,Other
4666,0.0,1.0,0.0,0.0,2013-10-21,Cape Ann Savings Bank,False,2.0,False,True,False,False,False,False,False,Technology
4667,0.0,1.0,0.0,0.0,2013-10-21,The Fours Boston,False,41.0,True,False,False,True,True,False,False,Other
4668,0.0,1.0,0.0,0.0,2013-10-21,Discover,False,41.0,False,False,False,True,False,False,False,Finance
4669,0.0,1.0,0.0,0.0,2013-10-21,Crystal and Company,False,3.0,True,False,False,False,True,False,False,Corporation
4670,0.0,1.0,0.0,0.0,2013-10-21,Peoples Bank,False,25.0,False,False,False,True,False,False,False,Finance
4671,0.0,1.0,0.0,0.0,2013-10-21,TD Bank,False,41.0,False,True,False,False,False,False,False,Finance
4672,0.0,1.0,0.0,0.0,2013-10-23,Bed Bath & Beyond Inc.,False,11.0,False,False,False,True,True,False,False,Corporation
4673,0.0,1.0,0.0,0.0,2013-10-23,St. Mary's Credit Union,False,2.0,False,False,False,True,False,False,False,Healthcare
4674,0.0,1.0,0.0,0.0,2013-10-23,St. Mary's Credit Union,False,4.0,False,False,False,True,False,False,False,Healthcare
4675,0.0,1.0,0.0,0.0,2013-10-23,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
4676,0.0,1.0,0.0,0.0,2013-10-24,Pilgrim Bank,False,3.0,False,False,False,True,False,False,False,Finance
4677,0.0,1.0,0.0,0.0,2013-10-24,Conseco Life Insurance,True,2.0,False,False,False,False,True,False,False,Finance
4678,0.0,1.0,0.0,0.0,2013-10-24,American Express Company,False,9.0,False,False,False,True,False,False,False,Technology
4679,0.0,1.0,0.0,0.0,2013-10-24,"Office Depot, Inc.",False,1.0,False,False,False,True,False,False,False,Corporation
4681,0.0,1.0,0.0,0.0,2013-10-25,St. Mary's Credit Union,False,35.0,False,False,False,True,False,False,False,Healthcare
4682,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4683,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4684,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4685,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4686,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,True,False,False,Technology
4687,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4688,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4689,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4690,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4691,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4692,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4693,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4694,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4695,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4696,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4697,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4698,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4699,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4700,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
4701,0.0,1.0,0.0,0.0,2013-10-25,Cape Cod Cooperative Bank,False,1.0,False,False,False,True,False,False,False,Technology
