,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Organization Categories_Corporation,"Organization Categories_Corporation, State Institution",Organization Categories_Financial,"Organization Categories_Financial, Corporation","Organization Categories_Financial, Corporation, State Institution","Organization Categories_Financial, Health","Organization Categories_Financial, Health, Corporation","Organization Categories_Financial, State Institution",Organization Categories_Health,"Organization Categories_Health, Corporation","Organization Categories_Health, State Institution",Organization Categories_Other,Organization Categories_State Institution,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
4931,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-25,Bay State Savings Bank,False,1.0,False,False,False,True,False,False,False
4933,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-27,Prudential Insurance Company of America,False,2.0,True,False,False,False,True,False,False
4934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-11-27,UCONN Health Center,False,1.0,True,False,False,False,True,False,False
4935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-11-28,American Express Company,False,32.0,False,False,False,True,False,False,False
4936,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-29,Adams Community Bank,False,6.0,False,False,False,True,False,False,False
4937,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-29,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
4938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-11-29,Pilgrim Bank,False,3.0,False,False,False,True,False,False,False
4939,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-11-29,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
4940,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-29,Genesis Rehabilitation Services,False,26.0,True,False,False,False,True,False,True
4941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-29,Brigham and Women's Hospital,False,1.0,False,True,False,False,True,False,False
4942,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-29,St. Mary's Credit Union,False,2.0,False,False,False,True,False,False,False
4943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-02,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
4944,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Genworth,False,3.0,True,False,False,False,False,False,False
4945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-02,Naito Corporation,False,27.0,False,False,False,True,True,False,False
4946,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,"TD Bank, N.A.",False,2.0,False,False,False,True,False,False,False
4947,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,St. Mary's Credit Union,False,3.0,False,False,False,True,False,False,False
4948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-02,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
4949,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,10.0,False,False,False,True,False,False,False
4950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4952,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4953,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-02,Watertown Savings Bank,False,2.0,False,False,False,True,False,False,False
4956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-02,Watertown Savings Bank,False,2.0,False,False,False,True,False,False,False
4957,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,31.0,False,False,False,True,False,False,False
4959,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4960,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,26.0,False,False,False,True,False,False,False
4961,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4962,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False
4963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-02,Watertown Savings Bank,False,1.0,False,True,False,False,False,False,False
4964,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,Bay State Savings Bank,False,2.0,False,False,False,True,False,False,False
4966,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,American Express Company,False,4.0,False,False,False,True,False,False,False
4967,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-02,American Express Company,False,11.0,False,False,False,True,False,False,False
4969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-04,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
4971,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-05,"Buffalo Bay Capital, LLC",False,1.0,True,True,True,False,False,False,False
4972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-06,GE Healthcare,False,3.0,True,False,False,False,True,False,False
4974,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-06,Savers Bank,False,1.0,False,False,False,True,False,False,False
4975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-06,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
4976,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-09,Bay State Savings Bank,False,4.0,False,False,False,True,False,False,False
4977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-10,"TD Bank, N.A.",False,2.0,False,True,False,False,True,False,False
4978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,10.0,False,False,False,True,False,False,False
4979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-10,Eastern Bank,False,19.0,False,False,False,True,False,False,False
4980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,3.0,False,False,False,True,False,False,False
4983,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,3.0,False,False,False,True,False,False,False
4984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4985,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4986,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4987,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4988,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,16.0,False,False,False,True,False,False,False
4989,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4990,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,4.0,False,False,False,True,False,False,False
4992,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,7.0,False,False,False,True,False,False,False
4993,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4994,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,34.0,False,False,False,True,False,False,False
4995,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4996,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,1.0,False,False,False,True,False,False,False
4997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,14.0,False,False,False,True,False,False,False
4998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,16.0,False,False,False,True,False,False,False
4999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-10,Eastern Bank,False,29.0,False,False,False,True,False,False,False
5001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-10,Experian,False,1.0,True,True,False,False,False,False,False
5002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-10,Savers Bank,False,2.0,False,False,False,True,False,False,False
5003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-10,Capital One,False,1.0,True,True,False,True,True,False,False
5004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-11,St. Mary's Credit Union,False,21.0,False,False,False,True,False,False,False
5006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-12-11,"TD Bank, N.A.",False,1.0,True,True,False,False,True,False,False
5007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-11,EZYield,False,5.0,False,False,False,True,True,False,False
5008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-11,CITGO Petroleum Corporation,False,15.0,True,True,False,False,True,False,False
5010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-12,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
5011,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-13,Adams Community Bank,False,3.0,False,False,False,True,False,False,False
5012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-13,East Boston Savings Bank,False,1.0,False,True,False,False,False,False,False
5013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-13,MutualOne Bank,False,3.0,False,False,False,True,False,False,False
5016,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-17,Adams Community Bank,False,1.0,False,False,False,True,False,False,False
5017,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-18,Cape Cod Five Cents Savings Bank,False,1.0,False,True,False,False,True,False,False
5018,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-18,The Commonwealth of MA - EOEEA,False,3.0,True,False,True,False,False,False,False
5019,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-18,TD Bank,False,1.0,True,True,False,False,True,False,False
5020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-18,TD Bank,False,2.0,True,True,False,False,True,False,False
5021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-19,American Express,False,1.0,False,False,False,True,False,False,False
5022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-19,American Express,False,1.0,False,False,False,True,False,False,False
5024,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-20,aetna,False,1.0,True,False,False,False,True,False,False
5027,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-20,Orient-Express Hotels Ltd.,False,3.0,False,False,False,True,False,False,False
5028,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-20,TD Bank,False,6.0,False,False,False,True,True,False,False
5029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-20,St. Mary's Credit Union,False,2.0,False,False,False,True,False,False,False
5032,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Discover Card,False,3.0,False,False,False,True,False,False,False
5034,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Discover Card,False,1.0,False,False,False,True,False,False,False
5036,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Discover Card,False,9.0,False,False,False,True,False,False,False
5037,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Discover Card,False,1.0,False,False,False,True,False,False,False
5038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-23,Eagle Bank,False,1.0,False,False,False,True,False,False,False
5040,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Pilgrim Bank,False,19.0,False,False,False,True,False,False,False
5041,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Pilgrim Bank,False,3.0,False,False,False,True,False,False,False
5042,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Toyota Financial Services,False,1.0,False,True,False,False,True,False,False
5043,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Toyota Financial Services,False,1.0,False,True,False,False,True,False,False
5045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-23,BPS Diamond Sports Inc.,False,4.0,False,False,False,True,False,False,False
5046,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Cape Cod Five Cents Savings Bank,False,2.0,True,True,False,False,False,False,False
5047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-23,WTAS,False,2.0,True,False,False,False,True,False,False
5048,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Bank of America,False,3.0,True,False,False,False,True,False,False
5049,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-23,Hungtington's Disease Society of America,False,1.0,False,True,False,True,False,False,True
5050,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-24,"Actelis Networks, Inc.",False,1.0,True,False,False,False,True,False,True
5051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-26,AIG Life & Retirement,False,1.0,True,False,False,False,True,False,False
5052,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-26,AIG Life & Retirement,False,1.0,False,True,False,False,False,False,False
5053,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-26,Sturdy Memorial Hospital,False,1.0,True,True,False,False,False,False,False
5054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-26,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
5055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-26,Bay Cove Human Services,False,3.0,True,False,False,False,False,False,True
5056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-26,Bay Cove Human Services,False,3.0,True,False,False,False,False,False,False
5057,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-27,United Bank,False,2.0,False,True,False,False,False,False,False
5059,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-29,American Express Company,False,1.0,False,False,False,True,False,False,False
5061,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-29,American Express Company,False,18.0,False,False,False,True,False,False,False
5062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-30,Hallmark Health System,False,10.0,False,True,False,False,False,False,False
5066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-30,Pilgrim Bank,False,5.0,False,False,False,True,False,False,False
5067,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-30,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
5068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-12-30,St. Mary's Credit Union,False,2.0,False,False,False,True,False,False,False
5069,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-30,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
5070,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-30,That Corporation,False,20.0,True,False,False,False,True,False,True
5071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-30,Steward Health Care System,False,2.0,False,True,False,False,True,False,False
5072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-30,Bank of America,False,1.0,False,False,False,True,True,False,False
5073,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-30,BBCN Bank,False,6.0,False,True,False,False,False,False,False
5074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-30,State Street bank & Trust Company,False,15.0,True,False,False,False,False,False,False
5075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-12-30,Cape Cod Five Cents Savings Bank,False,3.0,False,True,False,False,False,False,False
5076,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,TransAmerica Life Insurance Company,False,1.0,True,False,False,False,True,False,False
5077,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-02,Bristol County Savings Bank,False,3.0,False,False,False,True,False,False,False
5078,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-02,Bristol County Savings Bank,False,7.0,False,False,False,True,False,False,False
5081,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-02,Morgan Stanley,False,1.0,False,True,False,False,False,False,False
5083,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-03,American Express,False,11.0,False,False,False,True,False,False,False
5084,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-03,American Express,False,2.0,False,False,False,True,False,False,False
5085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-01-06,Savers Bank,False,1.0,False,False,False,True,False,False,False
5088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-01-06,Savers Bank,False,2.0,False,False,False,True,False,False,False
