,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
2368,2012-05-21,Xerox,Paper,False,1.0,True,False,False,False,True,False,False
2369,2012-05-22,American Express,Electronic,False,11.0,False,False,False,True,False,False,True
2370,2012-05-23,"Dominion Resources, Inc.",Electronic,False,2.0,False,True,False,False,False,False,False
2371,2012-05-23,St. Mary's Credit Union,Electronic,False,185.0,False,False,False,True,False,False,False
2372,2012-05-23,St. Mary's Credit Union,Electronic,False,49.0,False,False,False,True,False,False,False
2373,2012-05-23,Beth Israel Deaconess Medical Center,Paper,False,1.0,False,True,False,False,False,False,False
2374,2012-05-23,Prudential Financial,Electronic,False,1.0,False,True,False,False,True,False,False
2375,2012-05-24,Discover Financial Services,Electronic,False,323.0,False,False,False,True,False,False,False
2376,2012-05-25,Steward Health Care System LLC,Electronic,False,4.0,False,True,False,False,True,False,False
2377,2012-05-25,Newburyport Five Cents Savings Bank,Electronic,False,10.0,False,False,False,True,False,False,False
2378,2012-05-25,Newburyport Five Cents Savings Bank,Electronic,False,6.0,False,False,False,True,False,False,False
2379,2012-05-25,Wheelock College,Paper,True,27.0,True,True,False,False,True,False,False
2380,2012-05-25,Eagle Bank,Electronic,False,15.0,False,False,False,True,False,False,False
2381,2012-05-29,North Shore Medical Center,Both,False,1.0,True,True,False,False,True,False,False
2382,2012-05-29,HealthPort Technologies,Paper,False,6.0,True,False,False,False,True,False,False
2383,2012-05-29,Viridian Network LLC,Electronic,False,34.0,True,False,False,False,True,False,False
2384,2012-05-31,GE Capital,Electronic,False,18.0,True,True,True,True,True,False,False
2385,2012-05-31,Emblem Health,Electronic,False,20.0,True,False,False,False,False,False,False
2386,2012-05-31,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2387,2012-06-01,First Republic Bank,Electronic,False,36.0,False,False,False,True,False,False,False
2388,2012-06-01,Hooper Holmes,Paper,False,1.0,True,True,False,False,True,False,False
2389,2012-06-01,Fairfield Inn & Suites,Electronic,False,1.0,False,False,False,True,False,False,False
2390,2012-06-04,The Experts,Electronic,False,1.0,True,False,False,False,False,False,True
2391,2012-06-04,Oncor Electric Delivery,Electronic,False,1.0,True,False,False,False,True,False,True
2392,2012-06-05,Metro Credit Union,Paper,False,27.0,False,True,False,False,False,False,False
2393,2012-06-05,Brigham and Women's Hospital,Paper,False,1.0,False,True,False,False,False,False,False
2394,2012-06-05,McLean Hospital,Paper,False,4.0,False,True,False,False,False,False,False
2395,2012-06-05,American Express,Electronic,False,388.0,False,False,False,True,False,False,False
2396,2012-06-05,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2397,2012-06-05,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2398,2012-06-05,American Express,Electronic,False,12.0,False,False,False,True,False,False,False
2399,2012-06-06,Adams Community Bank,Electronic,False,29.0,False,False,False,True,False,False,False
2401,2012-06-06,"Elder Services of the Merrimack Valley, Inc.",Paper,False,3.0,True,True,False,False,False,False,False
2402,2012-06-07,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2403,2012-06-07,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2404,2012-06-07,American Express,Electronic,False,6.0,False,False,False,True,False,False,False
2405,2012-06-07,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2406,2012-06-08,American Express,Electronic,False,41.0,False,False,False,True,False,False,False
2407,2012-06-08,Experian,Undefined,False,29.0,True,True,False,True,True,False,False
2408,2012-06-08,"Postcard Press, Inc.",Electronic,False,55.0,False,False,False,True,True,False,False
2409,2012-06-08,Bristol County Savings Bank,Electronic,False,3.0,True,False,False,False,False,False,False
2410,2012-06-08,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2411,2012-06-08,Aetna,Paper,False,1.0,True,False,False,False,True,False,False
2412,2012-06-08,TD Bank,Electronic,False,1.0,True,True,False,False,True,False,False
2413,2012-06-11,Anthem BlueCross BlueShield,Electronic,False,1.0,True,False,False,False,True,False,False
2414,2012-06-11,Delta Dental,Paper,False,18.0,True,False,False,False,True,False,False
2415,2012-06-11,Rockland Trust,Both,False,1080.0,True,True,False,True,False,False,False
2416,2012-06-12,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2417,2012-06-12,American Express,Electronic,False,10.0,False,False,False,True,False,False,False
2418,2012-06-12,Commonwealth Automobile Reinsurers,Electronic,False,2.0,False,True,True,False,False,False,False
2419,2012-06-12,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2420,2012-06-12,Columbia Management,Electronic,False,11.0,True,True,False,False,True,False,False
2421,2012-06-12,Fusion Solutions,Electronic,False,3.0,True,False,False,False,False,False,True
2422,2012-06-12,Bristol County Savings Bank,Electronic,False,52.0,False,False,False,True,False,False,False
2423,2012-06-12,Notch Mechanical Constructors,Undefined,False,72.0,False,True,False,False,False,False,False
2424,2012-06-13,Bessemer Trust,Paper,False,6.0,True,False,False,False,True,False,False
2425,2012-06-13,American Express,Electronic,False,3.0,False,False,False,True,False,False,False
2426,2012-06-13,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2427,2012-06-14,Greenfield Savings Bank,Paper,False,2.0,False,True,False,False,False,False,False
2428,2012-06-14,Principal Financial Group,Undefined,False,7.0,True,False,False,False,False,False,False
2429,2012-06-14,Bethpage Federal Credit Union,Electronic,False,103.0,False,True,False,True,True,False,False
2430,2012-06-15,Bristol County Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2431,2012-06-15,Marlborough Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2432,2012-06-15,PeoplesBank,Electronic,False,62.0,False,False,False,True,False,False,False
2433,2012-06-15,"Citibank, N.A.",Electronic,False,1.0,True,False,False,True,False,False,False
2434,2012-06-15,Eastern Bank,Electronic,False,874.0,False,False,False,True,False,False,False
2435,2012-06-18,Discover,Electronic,False,86.0,False,False,False,True,False,False,False
2436,2012-06-18,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2437,2012-06-18,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2438,2012-06-18,Hospice of the North Shore & Greater Boston,Paper,False,125.0,True,True,False,False,False,False,False
2439,2012-06-18,Good Nite Inn,Paper,False,6.0,False,False,True,True,True,False,False
2440,2012-06-18,Brigham and Women's Hospital,Paper,False,2.0,False,True,False,False,False,False,False
2441,2012-06-18,Justice Resource Institute,Paper,False,1.0,True,False,False,False,False,False,False
2442,2012-06-18,American International College,Both,False,117.0,True,False,False,False,False,False,False
2443,2012-06-18,"Gray Plant Mooty Mooty & Bennett, P.A.",Electronic,False,1.0,True,True,True,False,False,False,True
2444,2012-06-19,Town of Truro,Paper,False,10.0,True,False,False,False,False,False,False
2445,2012-06-19,Brigham and Women's Hospital,Paper,False,1.0,True,False,False,False,False,False,False
2446,2012-06-19,Walgreens,Undefined,False,1.0,False,False,False,True,True,False,False
2447,2012-06-19,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2448,2012-06-19,American Express,Electronic,False,6.0,False,False,False,True,False,False,False
2449,2012-06-19,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2450,2012-06-19,American Express,Electronic,False,143.0,False,False,False,True,False,False,False
2451,2012-06-19,American Express,Electronic,False,16.0,False,False,False,True,False,False,False
2452,2012-06-19,American Express,Electronic,False,143.0,False,False,False,True,False,False,False
2453,2012-06-19,American Express,Electronic,False,1155.0,False,False,False,True,False,False,False
2454,2012-06-20,American Express,Electronic,False,25.0,False,False,False,True,False,False,False
2455,2012-06-20,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2456,2012-06-20,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2457,2012-06-20,Savers Bank,Electronic,False,4.0,False,False,False,True,False,False,False
2458,2012-06-21,Rockland Trust,Electronic,False,560.0,False,True,False,True,False,False,False
2459,2012-06-22,Peerless Industrial Group,Electronic,False,3.0,True,False,False,False,True,False,False
2460,2012-06-22,Pilgrim Bank,Electronic,False,4.0,False,False,False,True,False,False,False
2461,2012-06-22,Salem Five,Electronic,False,430.0,False,False,False,True,False,False,False
2462,2012-06-25,American Express,Electronic,False,9.0,False,False,False,True,False,False,False
2463,2012-06-25,American Express,Electronic,False,69.0,False,False,False,True,False,False,False
2464,2012-06-25,American Express,Electronic,False,58.0,False,False,False,True,False,False,False
2465,2012-06-25,American Express,Electronic,False,17.0,False,False,False,True,False,False,False
2466,2012-06-25,GoTickets.com,Electronic,False,92.0,False,False,False,True,True,False,False
2467,2012-06-25,Adams Community Bank,Electronic,False,3.0,False,False,False,True,False,False,False
2468,2012-06-25,Owner-Operator Independent Drivers Association,Electronic,False,5.0,False,False,False,True,False,False,False
2469,2012-06-25,Hooper Holmes,Paper,False,2.0,True,False,False,False,True,False,False
2470,2012-06-25,"Citibank, N.A.",Undefined,False,11.0,True,True,False,False,True,False,False
2471,2012-06-26,Marlborough Savings Bank,Electronic,False,4.0,False,False,False,True,False,False,False
2472,2012-06-26,Toyota,Paper,False,34.0,False,True,False,False,True,False,False
2473,2012-06-26,Abington Bank,Electronic,False,4.0,False,False,False,True,False,False,False
2474,2012-06-26,Brigham and Women's Hospital,Electronic,False,1.0,True,True,False,False,True,False,False
2475,2012-06-26,EdVestors,Paper,False,29.0,True,True,True,False,False,False,False
2476,2012-06-26,Newburyport Five Cents Savings Bank,Electronic,False,3.0,False,False,False,True,False,False,False
2477,2012-06-26,Generation Mortgage Company,Electronic,False,1.0,True,True,True,False,True,False,False
2478,2012-06-27,American Express,Electronic,False,113.0,False,False,False,True,False,False,False
2479,2012-06-27,MetLife Insurance Company,Electronic,False,2.0,True,False,False,False,True,False,False
2480,2012-06-27,Fidelity Investments,Both,False,1.0,True,True,False,False,True,False,False
2481,2012-06-27,American Express,Electronic,False,702.0,False,False,False,True,False,False,False
2482,2012-06-27,American Express,Electronic,False,5.0,False,False,False,True,False,False,False
2483,2012-06-28,Eagle Bank,Electronic,False,17.0,False,False,False,True,False,False,False
2484,2012-06-28,Massachusetts General Hospital,Paper,False,4.0,False,True,False,False,False,False,False
2485,2012-06-29,American Express,Electronic,False,8.0,False,False,False,True,False,False,False
2486,2012-06-29,American Express,Electronic,False,4.0,False,False,False,True,False,False,False
2487,2012-06-29,American Express,Electronic,False,20.0,False,False,False,True,False,False,False
2488,2012-06-29,Framingham Co-operative Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2489,2012-06-29,Massachusetts General Hospital,Paper,False,1.0,False,True,False,False,False,False,False
2490,2012-06-29,MA Department of Public Health,Paper,False,1.0,True,False,False,False,False,False,False
2491,2012-07-02,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2492,2012-07-02,Aflac,Electronic,False,1.0,True,False,False,False,True,False,False
2493,2012-07-02,American Express,Electronic,False,3.0,False,False,False,True,False,False,False
2494,2012-07-03,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2495,2012-07-03,American Express,Electronic,False,40.0,False,False,False,True,False,False,False
2496,2012-07-03,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2497,2012-07-03,American Express,Electronic,False,5.0,False,False,False,True,False,False,False
2498,2012-07-03,Bristol County Savings Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2499,2012-07-03,Aflac,Paper,False,23.0,True,False,False,False,True,False,False
2500,2012-07-03,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2501,2012-07-03,Citi Private Bank,Paper,False,1.0,False,True,False,False,False,False,False
2502,2012-07-05,American Express,Electronic,False,4.0,False,False,False,True,False,False,False
2503,2012-07-05,American Pharmacists Association,Electronic,False,595.0,False,False,False,True,True,False,False
2505,2012-07-05,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2506,2012-07-05,Bristol County Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2507,2012-07-05,Bristol County Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2508,2012-07-05,The Depository Trust and Clearing Company,Electronic,False,11.0,True,True,False,False,True,False,False
2509,2012-07-06,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2511,2012-07-06,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2512,2012-07-06,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2513,2012-07-08,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2514,2012-07-09,Empire BlueCross,Electronic,False,14.0,True,False,False,False,False,False,False
2515,2012-07-09,American Express,Paper,False,1.0,False,False,True,True,False,False,False
2516,2012-07-09,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2517,2012-07-09,The Cooperative Bank of Cape Cod,Electronic,False,122.0,False,False,False,True,False,False,False
2518,2012-07-09,Watertown Savings Bank,Electronic,False,61.0,False,False,False,True,False,False,False
2519,2012-07-10,American Express,Electronic,False,6.0,False,False,False,True,False,False,False
2520,2012-07-10,UPS,Electronic,False,1.0,True,False,False,False,True,False,False
2521,2012-07-10,American Express,Electronic,False,54.0,False,False,False,True,False,False,False
2522,2012-07-10,Webster Five Cents Savings Bank,Electronic,False,54.0,False,False,False,True,False,False,False
2523,2012-07-10,Webster Five Cents Savings Bank,Electronic,False,6.0,False,False,False,True,False,False,False
2524,2012-07-10,"Neurocare, Inc.",Electronic,False,84.0,True,True,False,False,True,False,False
2525,2012-07-11,Bristol County Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2526,2012-07-11,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2527,2012-07-11,American Express,Electronic,False,789.0,False,False,False,True,False,False,False
2528,2012-07-12,Framingham Co-operative Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2529,2012-07-12,Butler Health System,Electronic,False,1.0,True,True,False,False,True,False,False
2530,2012-07-13,Marlborough Savings Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2531,2012-07-13,Rockland Trust,Both,False,59.0,False,False,False,True,False,False,False
2532,2012-07-16,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2533,2012-07-16,Scripps College,Both,False,151.0,True,True,False,False,False,False,False
2534,2012-07-16,Vanguard,Paper,False,2.0,True,True,False,False,True,False,False
2535,2012-07-16,Eastern Bank,Electronic,False,640.0,False,False,False,True,False,False,False
2536,2012-07-16,TD Bank N.A.,Electronic,False,2.0,True,True,False,False,True,False,False
2537,2012-07-16,PricewaterhouseCoopers LLP,Electronic,False,2.0,True,False,False,False,False,False,True
2538,2012-07-16,MA Excutive Office of Public Safety and Security,Paper,False,1.0,True,False,False,False,False,False,False
2539,2012-07-16,Framingham Co-operative Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2540,2012-07-16,Framingham Co-operative Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2541,2012-07-16,Massachusetts General Hospital,Paper,False,2.0,False,True,False,False,False,False,False
2542,2012-07-17,American Express,Electronic,False,27.0,False,False,False,True,False,False,False
2543,2012-07-17,American Express,Electronic,False,202.0,False,False,False,True,False,False,False
2544,2012-07-17,MetLife Auto & Home,Paper,False,4.0,False,True,True,False,False,False,False
2545,2012-07-18,Metropolital Life Insurance,Paper,False,2.0,True,False,False,False,True,False,False
2546,2012-07-18,American Express,Electronic,False,159.0,False,False,False,True,False,False,False
2547,2012-07-18,American Express,Electronic,False,3.0,False,False,False,True,False,False,False
2548,2012-07-19,Blue Cross Blue Shield of MA,Paper,False,1.0,True,False,False,False,False,False,False
2549,2012-07-19,Newburyport Five Cents Savings Bank,Electronic,False,5.0,False,False,False,True,False,False,False
2550,2012-07-20,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2551,2012-07-20,Boston Medical Center,Electronic,False,1.0,True,True,False,False,False,False,False
2552,2012-07-20,Saint Anne's Hospital,Paper,False,1.0,False,True,False,False,True,False,False
2553,2012-07-20,Abington Bank,Electronic,False,3.0,False,False,False,True,False,False,False
2554,2012-07-20,First Financial Bankshares,Electronic,False,9.0,True,True,False,True,True,False,False
2555,2012-07-23,Discover Financial Services,Electronic,False,205.0,False,False,False,True,False,False,False
2556,2012-07-23,St. Elizabeth's Medical Center,Paper,False,1.0,False,False,True,True,True,False,False
2557,2012-07-23,"Partners Interpreting, LLC",Electronic,False,7.0,False,True,False,False,False,False,True
2558,2012-07-24,Colonial Federal Savings Bank,Electronic,False,15.0,False,False,False,True,False,False,False
2559,2012-07-24,Beth Israel Deaconess Medical Center,Electronic,False,194.0,True,False,False,False,True,False,True
2560,2012-07-24,Toyota Financial Services,Paper,False,1.0,False,True,False,False,True,False,False
2561,2012-07-24,American Express,Electronic,False,3.0,False,False,False,True,False,False,False
2562,2012-07-25,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2564,2012-07-26,Visiting Nurse Association of Greater Lowell,Paper,False,4.0,True,False,False,False,False,False,False
2565,2012-07-26,Northmark Bank,Electronic,False,32.0,False,False,False,True,False,False,False
2566,2012-07-26,The Washington Trust Company,Paper,False,1.0,True,True,False,False,True,False,False
2567,2012-07-26,Brigham and Women's Hospital,Paper,False,1.0,False,True,False,False,False,False,False
2568,2012-07-26,Mission Linen Supply Company,Electronic,False,5.0,False,False,False,True,True,False,False
2569,2012-07-26,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2570,2012-07-26,eHealthInsurance,Paper,False,1.0,True,False,False,False,False,False,False
2571,2012-07-26,Bunker Hill Community College,Paper,False,1.0,True,False,False,False,False,False,False
2572,2012-07-27,"Petco Animal Supplies, Inc.",Electronic,False,1320.0,True,False,False,False,True,False,True
2573,2012-07-27,"Cameron, Moberly & Hamrick, PC",Electronic,False,1.0,True,True,False,False,True,False,True
2574,2012-07-27,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2575,2012-07-27,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2576,2012-07-27,Pilgrim Bank,Electronic,False,4.0,False,False,False,True,False,False,False
2577,2012-07-30,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2578,2012-07-30,New York Life Insurance Company,Both,False,1.0,True,True,True,False,True,False,False
2579,2012-07-30,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2580,2012-07-30,Wing Memorial Hospital and Medical Centers,Electronic,False,1.0,False,True,True,False,True,False,False
2581,2012-07-30,Savers Bank,Electronic,False,7.0,False,False,False,True,False,False,False
2582,2012-07-30,Hudson Cisne & Co. LLP,Electronic,False,3.0,False,True,False,False,True,False,True
2583,2012-07-31,"The Surgeons of Lake County, LLC",Electronic,False,2.0,True,False,False,True,True,False,False
2584,2012-07-31,Colonial Federal Savings Bank,Electronic,False,5.0,False,False,False,True,False,False,False
2585,2012-07-31,Abington Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2586,2012-07-31,Toyota Financial Services,Paper,False,1.0,False,True,False,False,True,False,False
2587,2012-08-01,Salem Five,Paper,False,2.0,False,True,False,False,False,False,False
2588,2012-08-01,PeoplesBank,Electronic,False,39.0,False,False,False,True,False,False,False
2589,2012-08-01,Abington Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2590,2012-08-01,Marlborough Savings Bank,Electronic,False,4.0,False,False,False,True,False,False,False
2591,2012-08-01,Sherrill House,Paper,False,1.0,False,True,False,False,False,False,False
2592,2012-08-01,TD Bank N.A.,Undefined,False,77.0,True,True,False,False,True,False,False
2593,2012-08-01,Comerica Bank,Electronic,False,347.0,False,False,False,True,True,False,False
2594,2012-08-02,Roman Catholic Bishop of Springfield,Paper,False,2.0,False,True,False,False,False,False,True
2595,2012-08-02,Hertz,Electronic,False,45.0,True,True,False,False,True,False,False
2596,2012-08-02,Experian,Electronic,False,6.0,True,True,False,True,True,False,False
2597,2012-08-02,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2598,2012-08-03,"Choices, Inc.",Electronic,False,11.0,True,False,False,False,False,False,False
2599,2012-08-03,Hartford HealthCare,Electronic,False,14.0,True,True,False,False,True,False,True
2600,2012-08-06,Newburyport Five Cents Savings Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2601,2012-08-06,Adams Community Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2602,2012-08-06,Toyota Financial Services,Electronic,False,3.0,False,True,False,False,True,True,False
2603,2012-08-06,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2604,2012-08-06,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2605,2012-08-06,Brigham and Women's Hospital,Paper,False,1.0,False,True,False,False,False,False,False
2606,2012-08-06,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2607,2012-08-06,"Intrawest US Holdings, Inc.",Electronic,False,12.0,True,False,False,False,False,False,False
2608,2012-08-06,MassMutual,Electronic,False,1.0,True,True,False,False,True,False,False
2609,2012-08-07,A Home for Little Wanderers,Paper,False,2.0,True,False,False,False,True,False,False
2610,2012-08-07,MA Department of Revenue,Undefined,False,1.0,True,True,False,False,False,False,False
2611,2012-08-07,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2612,2012-08-07,American Express,Electronic,False,79.0,False,False,False,True,False,False,False
2613,2012-08-08,Marlborough Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2614,2012-08-08,Merrill Lynch Wealth Management,Paper,False,1.0,True,True,False,False,True,False,False
2615,2012-08-09,"Citibank, N.A.",Electronic,False,1.0,True,False,False,True,False,False,False
2616,2012-08-10,Vanguard,Electronic,False,4.0,False,True,False,False,False,False,False
2617,2012-08-10,American Express,Electronic,False,17.0,False,False,False,True,False,False,False
2618,2012-08-10,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2619,2012-08-10,Amergent,Electronic,False,129.0,True,False,False,False,False,False,False
2620,2012-08-10,Massachusetts Institute of Technology,Electronic,False,1.0,True,False,False,False,False,False,False
2621,2012-08-12,Salem Five,Electronic,False,33.0,False,False,False,True,False,False,False
2622,2012-08-12,Salem Five,Electronic,False,27.0,False,False,False,True,False,False,False
2623,2012-08-12,Clarksville-Montgomery County School System,Electronic,False,2.0,True,False,False,False,False,False,False
2624,2012-08-12,Eastern Bank,Electronic,False,312.0,False,False,False,True,False,False,False
2625,2012-08-15,Salem Five,Electronic,False,4.0,False,False,False,True,False,False,False
2626,2012-08-15,Auditor of the Commonwealth,Electronic,False,1.0,True,False,False,False,False,False,False
2627,2012-08-15,PeoplesBank,Electronic,False,40.0,False,False,False,True,False,False,False
2628,2012-08-15,Marlborough Savings Bank,Electronic,False,2.0,False,False,False,True,False,False,False
2629,2012-08-15,Department of Developmental Services,Paper,False,1.0,True,False,False,False,False,False,False
2630,2012-08-15,Massachusetts General Hospital,Paper,False,1.0,True,True,False,False,False,False,False
2631,2012-08-16,Prudential Financial,Paper,False,1.0,True,False,True,False,True,False,False
2632,2012-08-17,St. Mary's Credit Union,Electronic,False,10.0,False,False,False,True,True,False,False
2633,2012-08-17,St. Mary's Credit Union,Electronic,False,49.0,False,False,False,True,True,False,False
2634,2012-08-17,First Republic Bank,Undefined,False,248.0,True,True,False,False,False,False,False
2635,2012-08-18,GoDaddy.com,Electronic,False,1.0,False,False,False,True,False,False,False
2636,2012-08-20,St. Mary's Credit Union,Electronic,False,49.0,False,False,False,True,False,False,False
2637,2012-08-20,Discover,Electronic,False,3563.0,False,False,False,True,False,False,False
2638,2012-08-20,American Express,Electronic,False,118.0,False,False,False,True,False,False,False
2639,2012-08-20,American Express,Electronic,False,16.0,False,False,False,True,False,False,False
2640,2012-08-20,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2641,2012-08-20,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2642,2012-08-20,American Express,Electronic,False,5.0,False,False,False,True,False,False,False
2643,2012-08-20,State Farm Mutual Automobile Company,Undefined,False,2.0,True,False,False,True,True,False,False
2645,2012-08-21,Red Boat Advisor Resources,Electronic,False,1231.0,True,True,False,False,False,False,False
2646,2012-08-22,American Express,Electronic,False,129.0,False,False,False,True,False,False,False
2647,2012-08-22,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2648,2012-08-22,Omni Group,Electronic,False,1.0,True,False,False,False,True,False,False
2649,2012-08-22,South Shore Mental Health,Electronic,False,1.0,False,True,False,False,False,False,False
2650,2012-08-22,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2651,2012-08-22,Fidelity Investments,Both,False,1.0,True,False,False,False,True,False,False
2652,2012-08-22,Quest Diagnostics,Electronic,False,2.0,True,True,True,False,True,False,False
2653,2012-08-23,"Bellacor.com, Inc.",Electronic,False,328.0,False,False,False,True,False,False,False
2654,2012-08-23,Apria Healthcare,Electronic,False,342.0,True,False,False,False,True,False,True
2655,2012-08-23,Zions First National Bank,Paper,False,3.0,True,False,False,False,False,False,False
2656,2012-08-23,IMT Services Corporation,Undefined,False,1.0,True,True,False,False,False,False,False
2657,2012-08-23,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
2658,2012-08-23,Watertown Savings Bank,Electronic,False,5.0,False,False,False,True,False,False,False
2659,2012-08-24,Hampshire Obstetrical and Gynecological Associates Inc.,Both,False,1.0,True,False,False,False,False,False,False
2660,2012-08-24,American Express,Electronic,False,65.0,False,False,False,True,False,False,False
2661,2012-08-27,Equitable Cooperative Bank,Undefined,False,15.0,False,False,False,True,False,False,False
2662,2012-08-27,Institue for Health and Recovery,Both,False,2.0,True,False,False,False,False,False,True
2663,2012-08-27,IPC The Hospitalist Company,Electronic,False,1.0,True,False,False,False,True,False,True
2664,2012-08-27,Newburyport Five Cents Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2665,2012-08-27,Newburyport Five Cents Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2666,2012-08-27,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2667,2012-08-28,Amedisys Home Health Services,Paper,False,7.0,True,True,False,False,True,False,False
2668,2012-08-28,T-Mobile,Electronic,False,1.0,False,False,False,True,True,False,False
2669,2012-08-29,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2670,2012-08-29,American Express,Electronic,False,54.0,False,False,False,True,False,False,False
2671,2012-08-29,American Express,Electronic,False,256.0,False,False,False,True,False,False,False
2672,2012-08-30,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
2673,2012-08-30,American Express,Electronic,False,4.0,False,False,False,True,False,False,False
2674,2012-08-30,Fidelity Investments,Paper,False,1.0,True,True,False,False,True,False,False
2675,2012-08-30,Salem Co-Operative Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2676,2012-09-04,Diversified Retirement Corporation,Electronic,False,3.0,True,True,False,False,True,False,False
2677,2012-09-04,Tender Loving Care Health Care Services of New England,Paper,False,7.0,True,True,False,False,True,False,False
2678,2012-09-04,Allianz Life Insurance Company of North America,Paper,False,1.0,False,True,False,False,True,False,False
2679,2012-09-04,"Database Designs Associates, Inc.",Electronic,False,30848.0,True,False,False,False,True,False,True
2680,2012-09-05,Brigham and Women's Hospital,Both,False,1.0,False,True,False,False,True,False,False
2681,2012-09-05,American Express,Electronic,False,10482.0,False,False,False,True,False,False,False
2682,2012-09-06,Air France,Electronic,False,3.0,False,False,False,True,False,False,False
2683,2012-09-06,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2684,2012-09-06,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,False,False,False
2685,2012-09-06,Liberty Mutual Insurance,Electronic,False,3.0,True,False,False,False,True,False,True
2686,2012-09-07,Unum,Paper,False,1.0,True,True,False,False,True,False,False
2687,2012-09-07,Massachusetts General Hospital,Paper,False,3.0,False,True,False,False,False,False,False
2688,2012-09-07,Allianz Life Insuance Company of North America,Paper,False,1.0,False,True,False,False,True,False,False
